Gene ID,Gene Name or Symbol,Product Description
CNAG_00669,N/A,hypothetical protein
CNAG_00670,N/A,hypothetical protein
CNAG_00671,N/A,cytoplasmic protein
CNAG_00672,N/A,small subunit ribosomal protein S11
CNAG_00673,N/A,cytoplasmic protein
CNAG_00674,N/A,hypothetical protein
CNAG_00675,N/A,carnitine/acyl carnitine carrier
CNAG_00676,N/A,ESCRT-I complex subunit VPS28
CNAG_00677,N/A,E3 ubiquitin-protein ligase UHRF1
CNAG_00678,N/A,urease accessory protein UreG
CNAG_00679,N/A,hypothetical protein
CNAG_00680,N/A,kinetochore protein nuf2
CNAG_00681,N/A,condensin complex subunit 3
CNAG_00682,N/A,kinesin
CNAG_00683,N/A,CMGC/CLK protein kinase
CNAG_00684,N/A,Ribulose-phosphate 3-epimerase
CNAG_00685,N/A,pre-mRNA-splicing ATP-dependent RNA helicase PRP28
CNAG_00686,N/A,hypothetical protein
CNAG_00687,N/A,hypothetical protein
CNAG_00688,N/A,hypothetical protein
CNAG_00689,N/A,"beta-1,4-mannosyltransferase"
CNAG_00690,N/A,hypothetical protein
CNAG_00691,N/A,hypothetical protein
CNAG_00692,N/A,FAD dependent oxidoreductase
CNAG_00693,N/A,F-box and WD-40 domain-containing protein CDC4
CNAG_00694,N/A,pre-mRNA-splicing factor CLF1
CNAG_00695,N/A,hypothetical protein
CNAG_00696,N/A,alpha-mannosidase
CNAG_00697,N/A,UDP-glucose 4-epimerase
CNAG_00698,N/A,hypothetical protein
CNAG_00699,N/A,transmembrane receptor
CNAG_00700,N/A,phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
CNAG_00701,N/A,protein involved in gxm O-acetylation
CNAG_00702,N/A,hypothetical protein
CNAG_00703,N/A,large subunit ribosomal protein L31e
CNAG_00704,N/A,hypothetical protein
CNAG_00705,N/A,RuvB-like helicase 2
CNAG_00706,N/A,RNA-binding protein rnp24
CNAG_00707,N/A,protein sym1
CNAG_00708,N/A,pre-mRNA-splicing factor slt11
CNAG_00709,N/A,uracil-DNA glycosylase
CNAG_00710,N/A,Glutamine synthetase
CNAG_00711,N/A,hypothetical protein
CNAG_00712,N/A,hypothetical protein
CNAG_00713,N/A,V-type H -transporting ATPase 54 kDa subunit
CNAG_00714,N/A,hypothetical protein
CNAG_00715,N/A,hypothetical protein
CNAG_00716,N/A,Cytochrome c
CNAG_00717,N/A,hypothetical protein
CNAG_00718,N/A,chromatin assembly factor 1 subunit B
CNAG_00719,N/A,ribosome biogenesis ATPase
CNAG_00720,N/A,DNA repair protein RAD51
CNAG_00721,N/A,"alpha-1,3-mannosyltransferase"
CNAG_00722,N/A,large subunit ribosomal protein L27
CNAG_00723,N/A,hypothetical protein
CNAG_00726,N/A,hypothetical protein
CNAG_00727,N/A,mitochondrial protein with role in iron accumulation
CNAG_00728,N/A,dityrosine transporter
CNAG_00729,N/A,hypothetical protein
CNAG_00730,N/A,ATP-binding cassette transporter
CNAG_00732,N/A,"hypothetical protein, variant 2"
CNAG_00733,N/A,hypothetical protein
CNAG_00734,N/A,"dihydroorotase, homodimeric type"
CNAG_00735,N/A,aldehyde dehydrogenase family 7 member A1
CNAG_00736,N/A,"exocyst protein, variant"
CNAG_00737,N/A,hypothetical protein
CNAG_00738,N/A,hypothetical protein
CNAG_00739,N/A,hypothetical protein
CNAG_00740,N/A,swi/snf chromatin-remodeling complex subunit
CNAG_00741,N/A,ATP-dependent RNA helicase SUB2
CNAG_00742,N/A,Serine palmitoyltransferase
CNAG_00743,N/A,"imidazoleglycerol phosphate synthase, cyclase subunit"
CNAG_00744,N/A,"alpha 1,6-mannosyltransferase"
CNAG_00745,N/A,HAL protein kinase
CNAG_00746,N/A,capsular associated protein
CNAG_00747,N/A,succinyl-CoA synthetase beta subunit
CNAG_00748,N/A,hypothetical protein
CNAG_00749,N/A,alternative sulfate transporter
CNAG_00750,N/A,hypothetical protein
CNAG_00751,N/A,hypothetical protein
CNAG_00752,N/A,transducin family protein
CNAG_00753,N/A,hypothetical protein
CNAG_00754,N/A,"ATP-binding cassette, sub-family E, member 1"
CNAG_00755,N/A,hypothetical protein
CNAG_00756,N/A,hypothetical protein
CNAG_00757,N/A,ubiquitin carboxyl-terminal hydrolase 8
CNAG_00758,N/A,regulatory protein Ral2
CNAG_00759,N/A,"hypothetical protein, variant"
CNAG_00760,N/A,methylenetetrahydrofolate reductase
CNAG_00761,N/A,coiled-coil domain-containing protein 12
CNAG_00762,N/A,diphthamide biosynthesis protein 1
CNAG_00764,N/A,ATP-dependent RNA helicase DBP4
CNAG_00765,N/A,hypothetical protein
CNAG_00766,N/A,hypothetical protein
CNAG_00768,N/A,hypothetical protein
CNAG_00769,N/A,STE/STE7 protein kinase
CNAG_00770,N/A,DNA mismatch repair protein Msh2
CNAG_00771,N/A,large subunit ribosomal protein L29
CNAG_00772,N/A,UV excision repair protein Rad23
CNAG_00773,N/A,hypothetical protein
CNAG_00774,N/A,phosphoglycerate dehydrogenase
CNAG_00775,N/A,U3 small nucleolar RNA-associated protein 15
CNAG_00776,N/A,immunoreactive mannoprotein MP88
CNAG_00777,N/A,CCR4-NOT transcriptional complex subunit CAF120
CNAG_00778,N/A,hypothetical protein
CNAG_00779,N/A,large subunit ribosomal protein L27e
CNAG_00780,N/A,"hypothetical protein, variant"
CNAG_00781,N/A,U6 snRNA-associated Sm-like protein LSm3
CNAG_00782,N/A,STE/STE20/Fray protein kinase
CNAG_00783,N/A,hypothetical protein
CNAG_00784,N/A,hypothetical protein
CNAG_00785,N/A,ATP-dependent RNA helicase eIF4A
CNAG_00786,N/A,hypothetical protein
CNAG_00787,N/A,hypothetical protein
CNAG_00788,N/A,NADH dehydrogenase
CNAG_00789,N/A,hypothetical protein
CNAG_00790,N/A,PAP2 domain-containing protein
CNAG_00791,N/A,hypothetical protein
CNAG_00792,N/A,ATP-binding cassette transporter
CNAG_00793,N/A,"DNA-directed RNA polymerase I, II, and III subunit RPABC1"
CNAG_00794,N/A,hypothetical protein
CNAG_00795,N/A,Putative flocculin
CNAG_00796,N/A,"ATP-binding cassette, subfamily B (MDR/TAP), member 1"
CNAG_00797,N/A,acetyl-CoA synthetase
CNAG_00798,N/A,hypothetical protein
CNAG_00799,N/A,cellulase
CNAG_00800,N/A,nicotinamidase
CNAG_00801,N/A,hypothetical protein
CNAG_00802,N/A,calcineurin-binding protein
CNAG_00803,N/A,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 6"
CNAG_00804,N/A,Gtr1/RagA G protein Gtr1
CNAG_00805,N/A,hypothetical protein
CNAG_00806,N/A,hypothetical protein
CNAG_00807,N/A,hypothetical protein
CNAG_00808,N/A,myosin regulatory light chain cdc4
CNAG_00809,N/A,ATP-dependent RNA helicase DED1
CNAG_00810,N/A,polynucleotide kinase 3'-phosphatase
CNAG_00811,N/A,anthranilate phosphoribosyltransferase
CNAG_00812,N/A,cohesin complex subunit SA-1/2
CNAG_00813,N/A,hypothetical protein
CNAG_00814,N/A,hypothetical protein
CNAG_00815,N/A,"MFS transporter, SIT family, siderophore-iron:H symporter"
CNAG_00816,N/A,microtubule binding protein
CNAG_00817,N/A,hypothetical protein
CNAG_00818,N/A,hypothetical protein
CNAG_00819,N/A,small subunit ribosomal protein S30
CNAG_00820,N/A,Prephenate dehydratase
CNAG_00821,N/A,large subunit ribosomal protein L34e
CNAG_00822,N/A,ribosome assembly protein SQT1
CNAG_00823,N/A,cadmium ion transporter
CNAG_00824,N/A,ubiquitin-conjugating enzyme E2 2
CNAG_00825,N/A,"solute carrier family 25 (mitochondrial folate transporter), member 32"
CNAG_00826,N/A,dihydroxyacetone kinase
CNAG_00827,N/A,ribose 5-phosphate isomerase
CNAG_00828,N/A,pathway-specific nitrogen regulator
CNAG_00829,N/A,E3 ubiquitin ligase complex SCF subunit sconC
CNAG_00830,N/A,hypothetical protein
CNAG_00831,N/A,nucleoside-diphosphate-sugar epimerase
CNAG_00832,N/A,D-lactate dehydrogenase
CNAG_00833,N/A,hypothetical protein
CNAG_00834,N/A,Phosphatidylserine decarboxylase
CNAG_00835,N/A,hypothetical protein
CNAG_00836,N/A,2-hydroxyacid dehydrogenase
CNAG_00837,N/A,hypothetical protein
CNAG_00838,N/A,hypothetical protein
CNAG_00839,N/A,mitochondrial protein
CNAG_00840,N/A,hypothetical protein
CNAG_00841,N/A,hypothetical protein
CNAG_00843,N/A,Salicylate hydroxylase
CNAG_00844,N/A,hypothetical protein
CNAG_00845,N/A,hypothetical protein
CNAG_00846,N/A,hypothetical protein
CNAG_00847,N/A,hypothetical protein
CNAG_00848,N/A,hypothetical protein
CNAG_00849,N/A,hypothetical protein
CNAG_00850,N/A,plant-inducible protein
CNAG_00851,N/A,hypothetical protein
CNAG_00852,N/A,hypothetical protein
CNAG_00853,N/A,exosome complex component RRP43
CNAG_00854,N/A,C-8 sterol isomerase
CNAG_00855,N/A,ligase
CNAG_00858,N/A,hypothetical protein
CNAG_00859,N/A,hypothetical protein
CNAG_00860,N/A,hypothetical protein
CNAG_00861,N/A,3-hydroxyacyl-CoA dehydrogenase
CNAG_00862,N/A,hypothetical protein
CNAG_00863,N/A,Flavin-containing monooxygenase
CNAG_00864,N/A,"myo-inositol transporter, putative"
CNAG_00865,N/A,maltose O-acetyltransferase
CNAG_00866,N/A,transketolase
CNAG_00867,N/A,"myo-inositol transporter, putative"
CNAG_00868,N/A,hypothetical protein
CNAG_00869,N/A,ATP-binding cassette transporter
CNAG_00870,N/A,hypothetical protein
CNAG_00871,N/A,hypothetical protein
CNAG_00872,N/A,ATP-dependent DNA helicase
CNAG_00873,N/A,hypothetical protein
CNAG_00874,N/A,multisite-specific tRNA:(cytosine-C5)- methyltransferase
CNAG_00875,N/A,rab family protein
CNAG_00876,N/A,ferric-chelate reductase
CNAG_00877,N/A,Adenylate kinase
CNAG_00878,N/A,hypothetical protein
CNAG_00879,N/A,Glutamate dehydrogenase
CNAG_00883,N/A,Putative Zn2-Cys6 zinc-finger transcription factor
CNAG_00884,N/A,exocyst complex component protein
CNAG_00885,N/A,hypothetical protein
CNAG_00886,N/A,Adenosylhomocysteinase
CNAG_00887,N/A,hypothetical protein
CNAG_00888,N/A,calcineurin subunit B
CNAG_00889,N/A,hypothetical protein
CNAG_00890,N/A,hypothetical protein
CNAG_00891,N/A,"ATP-binding cassette, subfamily F, member 2"
CNAG_00892,N/A,hypothetical protein
CNAG_00893,N/A,hypothetical protein
CNAG_00894,N/A,hypothetical protein
CNAG_00895,N/A,"solute carrier family 39 (zinc transporter), member 1/2/3"
CNAG_00896,N/A,transcription factor
CNAG_00897,N/A,putative glucosidase
CNAG_00898,N/A,multidrug efflux pump
CNAG_00899,N/A,hypothetical protein
CNAG_00900,N/A,hypothetical protein
CNAG_00901,N/A,hypothetical protein
CNAG_00902,N/A,hypothetical protein
CNAG_00903,N/A,hypothetical protein
CNAG_00904,N/A,aflatoxin efflux pump AFLT
CNAG_00905,N/A,MFS transporter
CNAG_00906,N/A,nucleolar pre-ribosomal-associated protein 1
CNAG_00907,N/A,hypothetical protein
CNAG_00908,N/A,hypothetical protein
CNAG_00909,N/A,phosphopantothenoylcysteine decarboxylase
CNAG_00911,N/A,phytanoyl-CoA dioxygenase
CNAG_00914,N/A,glucosidase
CNAG_00915,N/A,"hypothetical protein, variant"
CNAG_00916,N/A,transcription factor
CNAG_00917,N/A,alkylbase DNA N-glycosylase
CNAG_00919,N/A,carboxypeptidase D
CNAG_00920,N/A,YjeF family protein
CNAG_00921,N/A,glutathione transferase
CNAG_00922,N/A,hypothetical protein
CNAG_00923,N/A,membrane protein
CNAG_00924,N/A,hypothetical protein
CNAG_00925,N/A,Identified spore protein 7
CNAG_00926,N/A,"alpha-1,3/alpha-1,6-mannosyltransferase"
CNAG_00927,N/A,guanyl nucleotide binding protein
CNAG_00928,N/A,peptidase
CNAG_00929,N/A,hypothetical protein
CNAG_00930,N/A,Argininosuccinate synthase
CNAG_00931,N/A,protein transporter
CNAG_00932,N/A,hypothetical protein
CNAG_00933,N/A,hypothetical protein
CNAG_00934,N/A,Allantoinase
CNAG_00935,N/A,DNA-binding protein
CNAG_00936,N/A,"lipid particle protein, variant"
CNAG_00937,N/A,hypothetical protein
CNAG_00938,N/A,hypothetical protein
CNAG_00939,N/A,"glucan 1,3-beta-glucosidase"
CNAG_00940,N/A,exosome complex exonuclease DIS3/RRP44
CNAG_00941,N/A,hypothetical protein
CNAG_00960,N/A,ATP-dependent RNA helicase DHX8/PRP22
CNAG_00961,N/A,hypothetical protein
CNAG_00964,N/A,hypothetical protein
CNAG_00966,N/A,aromatic-L-amino-acid decarboxylase
CNAG_00967,N/A,hypothetical protein
CNAG_00968,N/A,hypothetical protein
CNAG_00969,N/A,hypothetical protein
CNAG_00970,N/A,phosphatidate cytidylyltransferase
CNAG_00971,N/A,vacuolar fusion protein MON1
CNAG_00972,N/A,hypothetical protein
CNAG_00973,N/A,hypothetical protein
CNAG_00974,N/A,beta-lactamase
CNAG_00975,N/A,hypothetical protein
CNAG_00976,N/A,"carbamoyl-phosphate synthase, small subunit"
CNAG_00977,N/A,VHS domain-containing protein
CNAG_00978,N/A,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 9
CNAG_00979,N/A,Copper uptake transporter
CNAG_00980,N/A,hypothetical protein
CNAG_00981,N/A,hypothetical protein
CNAG_00982,N/A,hypothetical protein
CNAG_00983,N/A,hypothetical protein
CNAG_00984,N/A,glucose and ribitol dehydrogenase
CNAG_00985,N/A,hypothetical protein
CNAG_00986,N/A,adenylyltransferase and sulfurtransferase
CNAG_00987,N/A,prefoldin subunit
CNAG_00988,N/A,importin subunit beta-1
CNAG_00989,N/A,ubiquitin carboxyl-terminal hydrolase L5
CNAG_00990,N/A,F-type H -transporting ATPase subunit H
CNAG_00991,N/A,flap endonuclease 1
CNAG_00992,N/A,"homocitrate synthase, mitochondrial"
CNAG_00993,N/A,ubiquinone biosynthesis monooxygenase Coq7
CNAG_00994,N/A,protein mago nashi
CNAG_00995,N/A,hypothetical protein
CNAG_00996,N/A,dolichyl-phosphate-mannose-protein mannosyltransferase
CNAG_00997,N/A,hypothetical protein
CNAG_00998,N/A,"hypothetical protein, variant"
CNAG_00999,N/A,hypothetical protein
CNAG_01000,N/A,nuclear pore complex protein Nup155
CNAG_01001,N/A,hypothetical protein
CNAG_01002,N/A,hypothetical protein
CNAG_01003,N/A,NADPH-ferrihemoprotein reductase
CNAG_01004,N/A,hypothetical protein
CNAG_01005,N/A,glutaredoxin
CNAG_01006,N/A,hypothetical protein
CNAG_01007,N/A,C2 domain-containing protein
CNAG_01008,N/A,hypothetical protein
CNAG_01009,N/A,"hypothetical protein, variant"
CNAG_01010,N/A,hypothetical protein
CNAG_01011,N/A,hypothetical protein
CNAG_01012,N/A,hypothetical protein
CNAG_01013,N/A,chromatin binding protein
CNAG_01014,N/A,hypothetical protein
CNAG_01015,N/A,cytoplasmic protein
CNAG_01016,N/A,vacuolar membrane protein
CNAG_01017,N/A,E3 ubiquitin-protein ligase SHPRH
CNAG_01018,N/A,histone-lysine N-methyltransferase Su(var)3-9
CNAG_01019,N/A,superoxide dismutase [Cu-Zn]
CNAG_01020,N/A,hypothetical protein
CNAG_01021,N/A,ATP phosphoribosyltransferase
CNAG_01022,N/A,hypothetical protein
CNAG_01023,N/A,cohesin complex subunit SCC1
CNAG_01024,N/A,translocation protein SEC72
CNAG_01025,N/A,hypothetical protein
CNAG_01026,N/A,gamma-glutamyltransferase
CNAG_01027,N/A,succinate-semialdehyde dehydrogenase (NADP)
CNAG_01028,N/A,hypothetical protein
CNAG_01029,N/A,"impact family protein, variant"
CNAG_01030,N/A,hypothetical protein
CNAG_01031,N/A,hypothetical protein
CNAG_01032,N/A,hypothetical protein
CNAG_01033,N/A,exosome complex component CSL4
CNAG_01034,N/A,hypothetical protein
CNAG_01035,N/A,20S proteasome subunit alpha 4
CNAG_01036,N/A,geranylgeranyl transferase type-2 subunit beta
CNAG_01037,N/A,DNA mismatch repair protein MLH3
CNAG_01038,N/A,hypothetical protein
CNAG_01039,N/A,superkiller protein 3
CNAG_01040,N/A,carboxypeptidase D
CNAG_01041,N/A,hypothetical protein
CNAG_01042,N/A,hypothetical protein
CNAG_01043,N/A,hypothetical protein
CNAG_01044,N/A,dihydroceramidase
CNAG_01045,N/A,hypothetical protein
CNAG_01046,N/A,"N,N-dimethylglycine oxidase"
CNAG_01047,N/A,hypothetical protein
CNAG_01048,N/A,hypothetical protein
CNAG_01049,N/A,H/ACA ribonucleoprotein complex subunit 3
CNAG_01050,N/A,hypothetical protein
CNAG_01051,N/A,dynactin 1
CNAG_01052,N/A,hypothetical protein
CNAG_01053,N/A,nuclear pore complex protein Nup160
CNAG_01054,N/A,RNA polymerase II subunit A domain phosphatase ssu72
CNAG_01055,N/A,phospholipid transporter
CNAG_01056,N/A,hypothetical protein
CNAG_01057,N/A,COP9 signalosome complex subunit 2
CNAG_01058,N/A,nitric oxide synthase-interacting protein
CNAG_01059,N/A,vacuolar membrane protein
CNAG_01060,N/A,"hypothetical protein, variant"
CNAG_01061,N/A,serine/threonine protein kinase
CNAG_01062,N/A,CAMK/CAMKL/PASK protein kinase
CNAG_01063,N/A,WD-repeat protein mip1
CNAG_01064,N/A,hypothetical protein
CNAG_01065,N/A,"hypothetical protein, variant"
CNAG_01069,N/A,hypothetical protein
CNAG_01070,N/A,class II aldolase/adducin family protein
CNAG_01071,N/A,hypothetical protein
CNAG_01072,N/A,Amidase
CNAG_01073,N/A,hypothetical protein
CNAG_01074,N/A,neutral amino acid transporter
CNAG_01075,N/A,methylmalonate-semialdehyde dehydrogenase (acylating)
CNAG_01076,N/A,4-aminobutyrate aminotransferase
CNAG_01077,N/A,hypothetical protein
CNAG_01078,N/A,aldehyde dehydrogenase (NAD)
CNAG_01079,N/A,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase"
CNAG_01080,N/A,Glycolate oxidase
CNAG_01081,N/A,hypothetical protein
CNAG_01082,N/A,hypothetical protein
CNAG_01083,N/A,26S proteasome regulatory subunit N5
CNAG_01084,N/A,ubiquitin-conjugating enzyme 4
CNAG_01085,N/A,hypothetical protein
CNAG_01086,N/A,hypothetical protein
CNAG_01087,N/A,hypothetical protein
CNAG_01088,N/A,hypothetical protein
CNAG_01089,N/A,hypothetical protein
CNAG_01090,N/A,alpha/beta hydrolase fold protein
CNAG_01091,N/A,U5 small nuclear ribonucleoprotein component
CNAG_01092,N/A,hypothetical protein
CNAG_01093,N/A,hypothetical protein
CNAG_01094,N/A,pre-mRNA-splicing factor CWC25
CNAG_01095,N/A,BEM46 family protein
CNAG_01096,N/A,hypothetical protein
CNAG_01097,N/A,short-chain dehydrogenase/reductase SDR
CNAG_01098,N/A,pre-rRNA-processing protein ipi1
CNAG_01099,N/A,cleavage and polyadenylation specificity factor subunit 2
CNAG_01100,N/A,hypothetical protein
CNAG_01101,N/A,hypothetical protein
CNAG_01102,N/A,oxidoreductase
CNAG_01103,N/A,splicing factor 3a subunit 2
CNAG_01104,N/A,ribosomal RNA-processing protein 8
CNAG_01105,N/A,hypothetical protein
CNAG_01106,N/A,V-type H -transporting ATPase subunit I
CNAG_01107,N/A,"phosphatidylinositol glycan, class A"
CNAG_01108,N/A,Allantoicase
CNAG_01109,N/A,hypothetical protein
CNAG_01110,N/A,co-chaperone
CNAG_01111,N/A,translation initiation factor 3 subunit K
CNAG_01112,N/A,xenobiotic reductase
CNAG_01113,N/A,hypothetical protein
CNAG_01114,N/A,hypothetical protein
CNAG_01115,N/A,hypothetical protein
CNAG_01116,N/A,beta-ketoacyl reductase
CNAG_01117,N/A,elongation factor 3
CNAG_01118,N/A,AAT family amino acid transporter
CNAG_01119,N/A,POT family proton-dependent oligopeptide transporter
CNAG_01120,N/A,pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase
CNAG_01121,N/A,hypothetical protein
CNAG_01122,N/A,hypothetical protein
CNAG_01123,N/A,DRAP deaminase
CNAG_01124,N/A,hypothetical protein
CNAG_01125,N/A,hypothetical protein
CNAG_01126,N/A,guanine nucleotide exchange protein for ADP- robosylation factor
CNAG_01127,N/A,hypothetical protein
CNAG_01128,N/A,Hydroxyacylglutathione hydrolase
CNAG_01129,N/A,lanosterol synthase
CNAG_01130,N/A,"hypothetical protein, variant"
CNAG_01131,N/A,hypothetical protein
CNAG_01132,N/A,nucleolar protein 6
CNAG_01133,N/A,mitochondrial protein
CNAG_01134,N/A,hypothetical protein
CNAG_01135,N/A,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase"
CNAG_01136,N/A,hypothetical protein
CNAG_01137,N/A,"aconitate hydratase, mitochondrial"
CNAG_01138,N/A,"cytochrome c peroxidase, mitochondrial"
CNAG_01139,N/A,hypothetical protein
CNAG_01140,N/A,ATP-dependent RNA helicase DRS1
CNAG_01141,N/A,exosome complex component RRP40
CNAG_01142,N/A,endoplasmic reticulum protein
CNAG_01143,N/A,hypothetical protein
CNAG_01144,N/A,replication factor A1
CNAG_01145,N/A,hypothetical protein
CNAG_01146,N/A,U3 small nucleolar RNA-associated protein 22
CNAG_01147,N/A,arp2/3 complex 20 kDa subunit
CNAG_01148,N/A,FK506-binding protein 4
CNAG_01149,N/A,hypothetical protein
CNAG_01150,N/A,omega-6 fatty acid desaturase (delta-12 desaturase)
CNAG_01151,N/A,ubiquitin-conjugating enzyme E2 D/E
CNAG_01152,N/A,small subunit ribosomal protein S6e
CNAG_01153,N/A,small subunit ribosomal protein S13e
CNAG_01154,N/A,hypothetical protein
CNAG_01155,N/A,glycerol kinase
CNAG_01156,N/A,capsular related protein
CNAG_01157,N/A,hypothetical protein
CNAG_01158,N/A,branchpoint-bridging protein
CNAG_01159,N/A,pre-mRNA-splicing factor slu7
CNAG_01161,N/A,hypothetical protein
CNAG_01162,N/A,hypothetical protein
